id,commentText,Labels
UgwIs0zptd_b91cOV6N4AaABAg,I made these samosa...  Turned out sooooo yummy...  Thank u sooo very much..,5
UgxC3G3ORGaouwoQw_t4AaABAg,nice,3
UgyjPRVkdF1OxLMJmxJ4AaABAg,Wonderful,3
UgwrwjbkhhPtptfu82V4AaABAg,Very nice,3
Ugx3xYP9u-biv-hzejB4AaABAg,Good,3
UgxDGI1DgGNj_6SHqvZ4AaABAg,super,3
UgyNWF-In-9p5Fu_7514AaABAg,nisha mam ur  all recipes I like it,4
UgycGJFY6qfIYOXBTpd4AaABAg,Nice,3
Ugx7BNXPbK1WvEU6nul4AaABAg,nice samosa i like it,2
UgyRrZpUVPNIvgWcXcN4AaABAg,Fabulous mam,3
Ugzlr9iHuFMzqSOBqyN4AaABAg,supperbðŸ‘ŒðŸ‘ like this recipe,5
Ugya-HEwd29OLBNA0qZ4AaABAg,yes,6
UgxjvP8Ie_IB_4L7jNN4AaABAg,hy.app bhut nice hn.bhut acha btati hn.,4
UgxhenHvErcSyRlR9iZ4AaABAg,Mam aap itne pyar se bnana btate h ki jaise hmari mummy  hame sikha rhe ho. apki hr dish me  ma jaisa  pyar hota h.,4
UgxtHE_tnoqQmctWdRF4AaABAg,Wowww... You are best.. ðŸ‘ŒðŸ‘ŒðŸ‘ŒðŸ˜˜ðŸ˜˜,4
UgyErb2WnPov18eWM894AaABAg,Thanku madam aaj hi hum try karnege Thanku for recipe,1
UgzaNBLkdbkp_J8PcOh4AaABAg,Nisha ji Aap recipes achi h. Aap ko toh book bhi issue karni chatiya. Kyo Maine Pata Ki thi Aap book Mujhe nhi mil. Par Aap ko Khana Ki recipes book likha bahut Acha ho. Maine recipes try Ki bahut achi h. Thanx mam,6
Ugwpi6BLNT3WLZ1At0V4AaABAg,NYC aunty jii,3
UgzFAHmELPy6n74MzSR4AaABAg,mam aap bhut ache se smjatae,4
UgxTabTZ3I0LHqoDyF94AaABAg,ap aisa Khana sikhati hain jaise ghar me ammi ya badi Behan sikhati hain. thanks mam,4
UgzFOShsHChRMHF_SZx4AaABAg,"I put roasted peanuts in this stuffing, it also brings good taste, but these cashew nuts will also be very tasty. Thanks alot mam..You made me a good cook, now my husband also praises my food...",1
UgwB22_0zpxCJV0PAiB4AaABAg,Nice recipe ðŸ‘ŒðŸ‘ŒðŸ‘Œ,2
UgxyuId0jneQ4PKA1GF4AaABAg,Outstanding mam ji,3
UgxNR-Xr-wCACjXT9tR4AaABAg,lovely.  Will definitely make samose. Thank you Nisha ji,1
UgyW7cNFdYHTaKrRZEV4AaABAg,nice mam,3
UgxoxeShLbJzDEdH82F4AaABAg,Very nice nisha ji aapki recipe bahut achhi lgti h bahut pasnd aati h mujhe nice,4
Ugz5W5EnPDbBj79VKxV4AaABAg,Thank you,1
UgyAkxvN-VwYDaof6zt4AaABAg,Tasty,2
Ugx5Ol9-kG4_CugJYR94AaABAg,"Mem Maine vi ghr pr samosa bnaya h bahut testy bna h, Maine mungfali chaana vi dala h test or vi badh gya h thank you so much Mem",1
Ugy7iCNFx3vug0MT3pl4AaABAg,thank you mem its very testy........ðŸ˜ŠðŸ˜ŠðŸ˜ŠðŸ˜ŠðŸ˜Š,5
Ugx8oOqcE9oKZzWUaa94AaABAg,anty bedai kese Banti h,6
UgwVMfbHsXTK62i9Nal4AaABAg,anty dekh kar mhume pain aaya,6
UgwMlXzTo8cOqqjX0fZ4AaABAg,Maina aaj pasta white sauce ka banaya testy bana,6
Ugw7I_Fw-tM0orb_aBl4AaABAg,Bubble aagaye hamare ma,6
Ugykvjs15x39AIdO3nx4AaABAg,You welcome,6
Ugx0JZu-AyeX0_piR0J4AaABAg,Very nice mam all recipe,4
Ugzdcgy0kXlJ46P8qYh4AaABAg,What is gheeðŸ˜³,7
UgzJjxZqyWX_o6LToDl4AaABAg,You should also use some haldi powder.,6
Ugxt_jiU4ckRKOv-jPR4AaABAg,Thanks nisha ji you mek nice smosa v good,1
Ugz0Ko9KJ_gt_JuXB0R4AaABAg,Very nice,3
UgxvYUfHJyz3jX67Iyt4AaABAg,ur recipe is very good I made it it was ok but outer cover was hard 1 hr baad naram,2
UgzFoDciklOckuNZtEd4AaABAg,Bhot achay han ma ny 2 bar try kiya hy sab ko bhot achy lagy hain,6
UgxKi_9SpNftNW6_kSR4AaABAg,dough roll nahi ho raha baar baar tut raha hai....any tips for this mam....please reply....,6
UgybkOFZDGnToPBJlt94AaABAg,Can we add cornflour also to make it crispy?,7
Ugy0rB33D832hvQp1h94AaABAg,can we use peanuts instead of matar and how to use,7
Ugyer-1j9Th0gcmam0Z4AaABAg,very nice recipe,2
Ugx3XJKHDDyA699BiX54AaABAg,Hi aunty;I like all ur recipes but mere samose crispy nahi bante ;outer part soft ho jata hai pls batao mai kya karu . My son just love samosas and vo chahta hai ki mai banau pls tell auntyji..,5
UgxU5Z5uidvFC3CHiZ94AaABAg,Mam samosha bahut achi banithi.khana banana ek art hai.par app  use math ke  jaise easy bana dete hain.,6
Ugz9MMTQZg8aEPf6sDR4AaABAg,Agar samose bana kr half hour s jyada rkhe toh..?,7
Ugx_RXRv9E2Yj3cZDwd4AaABAg,Wow yaar.. Uh r such an expert..,4
UgwJ2jnCOmUiRdlBSO14AaABAg,yummy mam    Aj hmari wife samosa bna rhi h      apki video dekh kr,2
UgyDq-gYWBcMcmSwDo54AaABAg,bohat accha bana h.aj hi maine banaya . thank you so much,5
UgxwpQRllE7hIV27yHt4AaABAg,"Superb, thanks.",5
Ugzz0Q7iSkVpqA6ir2h4AaABAg,so yummmmmmyyyyy,2
UgwxkFeBkB27ybV4D4x4AaABAg,Right,6
UgxSeOCH1O_Vgs6SoK14AaABAg,Aap kitna peyar se bolte Ho. I love u,4
UgwfLlWJOlgR_BryK9t4AaABAg,onions bhi add krskte h?,7
UgwlOkFmY9Z5SDKCcqx4AaABAg,nice mam,3
Ugxq4GM2s5qb_-RcZ3d4AaABAg,very nice looking samosa samosa thanks...,5
UgxdEW1A5P7lPFJOL7l4AaABAg,"Mam, Your Family Very Lucky ðŸ˜ŠðŸ˜Š",6
UgxLSCWrDilNu7QHYuB4AaABAg,hello nisha ji. ur all recipes are awedome,4
UghL5VoreuvZZXgCoAEC,very nice,2
UgjcBCiGOqpOb3gCoAEC,aap no. 1 cook ho *****,4
Ugjp0DiYyyHPnHgCoAEC,aunti ji namastey kya me mixture me sonff mila sakti hu,7
UgiyKs7EnObuk3gCoAEC,Very nice recipe  and apne bht hi clean aur achche samose bnaye .i liked it very much.i'll surely try this .,2
UggeYXKJMB7oZXgCoAEC,i try it thanks,1
UggDf-Fp9YZmsHgCoAEC,aapko bataenge kaise bane hai,6
UggUt-3f4BBI-HgCoAEC,aapne mere favorate samose sikhae hai hum hamesha bahar se le kar khate hai mam hum jarur banaenge,6
UgjgUh8eXi8nv3gCoAEC,Gud videosðŸ‘,3
Ugg-Cqv7BC0MX3gCoAEC,Mam superb recipe.yummyðŸ˜€,2
UghsFzgquwaaPXgCoAEC,i love all ur receapie,2
UgigjVD_441BM3gCoAEC,Very nice,3
Ugj3TIydpwLLYHgCoAEC,make cake,6
UgiWAEtr5JTNuXgCoAEC,you are very good cook I want to know kya samosas kache nikal ke refry kia ja sakte hai because party time fresh nikalne difficult hai,4
Ughpqd2LnPXHYXgCoAEC,Beautiful very tasty,2
Ugix40VlJhZRtXgCoAEC,Hi mere samosa joint se open Ho jata hai pls help,6
Ugiv5E1QxXF8_3gCoAEC,nisha ji... you are so hardworking... your videos are very helpful,4
UggUuvec5YP6PXgCoAEC,aunty main aapki is recipe ko kitni bar try kr chuki pr ab tk smjh nhi paai k kis wjh se outer layer hard hojata h.. aap hi btaie..; -(,7
UgjhztpLZjdQTngCoAEC,Nisha ji aap ka dhaniawad appne samose bhoht ashe bnae ha,1
UghuriCk6Di_LngCoAEC,thanks mem....,1
UghkTFelE7hurXgCoAEC,Nisha madhulika ji Mai ise zaroor try karungi,6
UgjeEbEwcjMKCXgCoAEC,Very useful tips Nishaji. Thanks a lot!,4
UghFKQQrMBt8uXgCoAEC,You are so great. You know everything,4
Ugi1vO_QOBU_u3gCoAEC,Thanks mam.. very nice ..,1
UgiYSVyiUqF7zXgCoAEC,ymi,2
Ughkd5PufOFzXHgCoAEC,thank you so much for this help.. this is a very well explained video.. it becomes so easy when someone demonstrate practical things..  my mom is learning a lot from you and that is directly or indirectly good for us.. ;),5
UghU5H6-Ub-OfHgCoAEC,mere samosa ka dough tight hogmanay please reply fast,7
UgjZhpZaH033cXgCoAEC,mera ghee refined me mil Gaya hai uski khusbu Chali gayi hai usko vÃ pas kaise laye,7
UgjS2npsDcp7bHgCoAEC,u r the best really,4
Ugi988ajt_7RpngCoAEC,mast,3
UggkN_M0iNDMnHgCoAEC,u r superb,4
UgiRR6eNONw9CngCoAEC,ye samose kis ne khaye plz jawab dena confused....,6
UggbZb-4-VhChHgCoAEC,"Dear madam, 
halwai to ghee nahi dalte samose me to unke itne ache samose kaise bante hai bina ghee ke bina bubble wale?",7
UgiVX6dYvH6Ef3gCoAEC,samosa bnaya h bht hi tasty bna h thnk u nisha g,1
UgiAqjzj_93CHngCoAEC,kaju in samosa??? its strange....anyway i like your cooking ðŸ˜ŠðŸ’Ÿ,4
Ugi1qSWpb6TbbHgCoAEC,Thanks mam for such a simple and delicious recipe for samosas,5
Ugi81E5UrKCbungCoAEC,konsa atta usw karna hai samosw k liye,7
UgjkJzPzC4hHd3gCoAEC,mana try ki bhut aacha bana,6
UgiK-YuwvesAjHgCoAEC,so nice,3
Ugg7I5MEDhWjFHgCoAEC,very nice,3
UghtLZSVI_W0ZXgCoAEC,attay se bhee bana saktay hain kya,7
UghCv6HW8sD3N3gCoAEC,Very good,3
UggVnmtkj6vS3XgCoAEC,very very  nice,3
UggwMkz4q7rqkXgCoAEC,nice racipe mam,2
UgiZWq-ZAKsNMngCoAEC,thankx mam,1
UgiHATlmCM7r3HgCoAEC,mam market jaisi Hari chatni kese banayen,6
UgioAjR8J7tNIngCoAEC,I like samosa very muchhhhhðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜‘ðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜šðŸ˜š,2
Ugjxkr1dSVqPH3gCoAEC,thanks nisha madam your like a chefðŸ˜„ðŸ˜„ðŸ˜„ðŸ˜„ðŸ˜„ðŸ˜€... ðŸ˜Ž ðŸ‘ŒðŸ‘ŒðŸŽ‰,4
UghBeiReYNi7SXgCoAEC,i love to eat samosas you cooked it seems so tasty awesome and easy 2 cook,2
Ugj9XeOmQSj6DngCoAEC,samosa k aate me ghee gram ker k dal sakte kya..thode narm bane,6
Ugj0LlNbdqS0IngCoAEC,ymmm,2
UggmMON8Vpdd2ngCoAEC,Aunty ji kya aap hamen chicken biryaani bhej sakti hai kya please,6
UggzI-Ps71HSk3gCoAEC,welcome  aunt,6
UggxzZVVUnWicXgCoAEC,mam maina lasua ka aachar banaya tha lakin vo bahoot sakhat bana hai,6
UggmXju_ICBVgHgCoAEC,thanks aunt,1
UgiAAIgVZdkwH3gCoAEC,very nice  aunt  I am  preeti,3
Ugh-GjyQAu_rH3gCoAEC,verry nice ji,3
UggFhX9sDZraWngCoAEC,"mam samosa mene banaya but strips dikhi nai meri light light dikhi 
to loi thodi bhadi karu ??",6
Ugiry-vnOwIoGngCoAEC,mam mana matar store kiya tha lakin ab unma smell aa rahi hai ma kya karu,7
UgjqlUUVVgybGHgCoAEC,thanks mam ðŸ˜Š,1
Ugg5rXzFEdlbbngCoAEC,I tried layered samosa recipe and samosa was really good.  thanks,1
Ugj3cSjxXgWpKXgCoAEC,Mam jb maine low pe bnaye to isme ghee bhrr gya ..please reply  fast,7
UghRCVqV4LSeJHgCoAEC,wow...looking so testyðŸ˜›,2
UghTdb35Qb7K8XgCoAEC,we all loved your recipe  mam....its a quick n easy recipe ..i made it in 1 hour ..raat ke 12 baje kgaye sab samose .. they were great,2
Ugg-s3IEFYP3mHgCoAEC,thenkyu mam apki Sari receipt bahot badiya hoti hai,4
UghWCnlo_gLHFXgCoAEC,very nice video,3
Ugi0Kto45YKZiHgCoAEC,Mam you have a great smile. Keep smiling.,4
UghbXsbtz5VoLHgCoAEC,good mam achasamosaha maapkibitya,6
UghkwQq559RPb3gCoAEC,nice,3
UgjsE1mIuQ_0IHgCoAEC,thanks mam itni easy recipe btane ke liye mere samose bahut tasty bane mam aap mere favourete ho,5
UggdQeh2WCZXJngCoAEC,looking great easy and tasty,2
UghA8Af8ddMk8XgCoAEC,nice mem,3
Ugi_Ahf8GdRao3gCoAEC,hamne sab perfect kiya but hame cone banana nahi aa raha plz help us,7
Ugi1bfmnX1zlrngCoAEC,Nice recipe  thanks  mam,5
Uggw-wW0Dzsr2HgCoAEC,mam app jo ye sab banate h to ye sab khata kon h,6
Ugg59qeCFbgBkngCoAEC,Good recipe for Ramadan...ðŸ˜‹,2
Ughoq00jeqc-xngCoAEC,yummmm,2
Ughke2oT7L5dCngCoAEC,wooww mam ....mene aaj samose bnaye nd bhut hi fantastic bane ekdm crunchy and shape b as it is.......all bcz of u...thnkss,1
UgilbucX4x2-DngCoAEC,madie  me ghee me badle refind  dal sakate hai,7
UgiBZ3F4feawbngCoAEC,nice,3
UgjPLhlVZq5zTHgCoAEC,"Nishaji... Can we make the unfried samosa's and keep them in fridge ,so that we can fry them later ,maybe a day or so after.",7
UgjmAlBdv5t0LXgCoAEC,You are the best.. Anty,4
Ugh39ZAeU4AIqngCoAEC,Hi.. Nisha anty Ma ne Aaj Ap ke ye Samosa Banay iftari ma.. Itny Zabardast bany hai thank you so much kisi you r the best chef anty..,5
UghlJSyacHY3iHgCoAEC,I like you very much mam......your all recipes are  wonderful....love you so much....ðŸ˜ƒ,4
UgizYsvwXMCJMXgCoAEC,Will try soon.Good yummy recipe.,2
UgiIra8BVF9ROngCoAEC,rasgala recipy,6
Ugh1kzgq9bpKlXgCoAEC,Mam your recipe too good.,2
UgiUx81kkJ-kA3gCoAEC,mem Mene samose banaye ache bane bas thoda aata zyada Tide ho gya tha or mene dalda ghee use kia tha aate me,6
Ugg6Nx4kOpgE-3gCoAEC,Thank you so much Mam. I'm not from ðŸ‡®ðŸ‡³ but I love Indian food. And this one is one of my favorite. It's so easy to understand. ðŸ˜‹,1
UgiXcqUEqIuVZXgCoAEC,mam mujh se bhi smose shi nhi bnte aap koi tip btay,7
Ugjs0bPd8yDLoHgCoAEC,"Thankyou so much Nisha mam for all delicious recipes, jus because you aaj main ek aachhi cook hogai hoon... I jus love your all recipes... ðŸ™ðŸ½",5
UggZ6PZ8QyU-gXgCoAEC,Hi. Can the samosas be prepared in advance and kept in refrigerator for a couple of days?,7
Ugh4sMJ9-vkbPngCoAEC,"very nice, main v bnoungi .thanks Nisha g",5
UghHRzbD-5wFFngCoAEC,maida hai yaa gehu ka aata btaao naa,7
Ugji5F90zx3We3gCoAEC,nice video,3
Ughr-vgJ8eqxd3gCoAEC,mam Mene Samose bnaye bahut hi tasty bne . thanks mam,1
UggW3Q4Bhf2_Y3gCoAEC,3rd : how many samosas can we make out of 250 gems maida as you have used in your video.,7
Ugg66-OMw47iVHgCoAEC,2nd question ? are  we suppose to fry on low heat or medium or high ?,7
UgjKCyG-jCoBhXgCoAEC,"hey , I tried to make the samosas but somehow they didn't turned very crispy. Is there anything I need to be particular about ?",7
Ugjs14Oba-LCUXgCoAEC,nisha ji samose ander se kache kache lg rhe h...Maine abhi bnaye h ..plz btaiye kya kru,7
UggIruI9bDJ0NngCoAEC,mam aapka  jawab nai u r the best mam,4
UgiSf6GAJpi6CXgCoAEC,nisha ye samosa anpne andar ly lo,6
UghM-LGKQqafSXgCoAEC,Should we use hot water or cold water to kned the dough,7
UgieCLzb2j6Gn3gCoAEC,hara dhaniya or sabut dhaniya bhi daal sakte hain,7
UggwOz4JJPOK4ngCoAEC,thnx mam...ðŸ˜ŠðŸ˜€â˜º,1
UghLJzDw6EgI9XgCoAEC,nice samose mam aapke samjha ka style mujhe bahot pasand hai kyon k koi bhi itni bariki se nhi samjhata.,4
Ugjv9XbLhu1JAXgCoAEC,very  nice,3
Ugh8-1j1x3DZungCoAEC,#nisha madam as usual ur recipe's are super #thnqqq so much for your tip add ghee to avoid bubbles bcz whenever I prepare samosa i used to get bubbles #now I will add ghee nd ll prepare today evening...:-),5
UgjWEXNPei2SzHgCoAEC,very nice wow,3
Ugjy5raNXfTLMHgCoAEC,thank u mam..,1
Ugj07tItTtlrYngCoAEC,I like Samosa,2
UgiRPoheD6NNn3gCoAEC,your recipe is soooooooooooooo good,2
UgjAwMfhaA6WJngCoAEC,Good recipe,2
Ugh7_t7Kf9eUD3gCoAEC,Nice mamðŸ‘ŒðŸ‘Œ,3
Ugii7wwtDGbZz3gCoAEC,main Kal hi try karungi iftaar k time me.thank you mam....,1
UgiipkHywUEJwngCoAEC,Thanks mam,1
UgjtERTJJQ7snHgCoAEC,wow mam very nice recipe,2
Ugh4o8Ma7PaCr3gCoAEC,yummy l love samosa thank u nishaji,5
UgjN3bhxmUL87HgCoAEC,lovely samosa,2
UgjCeUi04vgPzHgCoAEC,diabetic logo ke liya kucch healthy recipes batay,6
UghyoeSLWiJFo3gCoAEC,"Roses are red 
Violets are blue
Look east or west
Nisha Ji is the best",4
UgjxlMxEH7zvJngCoAEC,Nice ðŸ˜ŠðŸ˜Š,3
UggqUodKA_lFs3gCoAEC,super,3
UghzvBCFN0h2JXgCoAEC,very nice nisha ji,3
UgiW7ZXVYkCs4XgCoAEC,very nice,3
UgiQLWFqWOggQ3gCoAEC,very nice mam,3
Ugh1h4lo-nOjiHgCoAEC,"Nishaji bahut achhe se btati he aap thanks,, samosa dekhkar control nhi hota,,,,lekin dieting ka kya karu ,,,ðŸ¤”ðŸ¤”please cooker ke rasgulle ek bar or batayegi please",5
UghkZWyx41RU73gCoAEC,very nice ðŸ˜„ðŸ˜„ðŸ˜„,3
Uggt9KYjgVIl-3gCoAEC,testy samosa..,2
UggUv8O1WTW9vXgCoAEC,main kuchh din baad bnaungi kyonki mujhe fever haiðŸ˜žðŸ˜°,6
UggJXMad16ytTXgCoAEC,thanks for this recipe,1
UggJenc4RPV-_ngCoAEC,mam aaloo kachhe Hai ya uble hue,7
UggrLZ1_2Ja_UngCoAEC,Hi mam can we use butter instead of ghee ?,7
Ugh96hhr1VcNW3gCoAEC,so yummy mouth watering nisha ji...,2
Ugh_EnY9VkqDTHgCoAEC,awesome samose nisha mam  u explain  every step so well and make it very easy.,4
UgjlzYyXHcyKzngCoAEC,very nice,3
UggwWf678Mtu0ngCoAEC,l love smosa ðŸ˜‹ðŸ˜‹ðŸ˜‹ðŸ˜‹ðŸ˜‹ thanks mem  new recipe k liye,1
UgjFHZCRJwr_kHgCoAEC,Wow so sweet,4
Ugi6whPc9iytangCoAEC,you should go on any food competition show,6
UghSRYR9-X9ejXgCoAEC,nice bhot acha tja smosa antiðŸ˜šðŸ˜šðŸ˜šðŸ˜š,2
UgiafLuvv5BYSXgCoAEC,wow aunty i love your all recipe i am 14  years old but with help of your recipies i can cook everything u r best chief,4
UgiE3sJbF7v_1HgCoAEC,cool mam but the aloo are boiled or,6
UghztOYtUa63j3gCoAEC,Nisha ji i loved to watch your videos,4
Ughg1Y8iGjfc-HgCoAEC,mam mater ko ubal na he,7
Ugi4w8SCfO8WN3gCoAEC,mam maide ke saath kya kya dalne h ate me jisse samosa crispy bane,7
UgikoeUpLIu0H3gCoAEC,nice. ðŸ™ðŸ™,3
Ugih1J9YLdm-3XgCoAEC,Realy thank u mam... so yummy recipe,5
UgjL1dRuCmOUJngCoAEC,"Thank u so much ,I tried it , they came really yummy :-) jzakalah khair",5
UgiKsSlaCOqQFngCoAEC,testy,2
Ugiz5ACTcPjASHgCoAEC,samosa ke sath chatni hota to aur maza aata,6
UggZCpFEJgkXR3gCoAEC,Nice video mam ðŸ˜™ðŸ˜—ð,3
Ugjo6Sq0vEs5xXgCoAEC,Yummy,2
UghwyebTIlJ0bHgCoAEC,it is so crispy very nice recipe i think you go to masterchef and you win,5
UgjjSKMwMv2xWngCoAEC,ghee k jagah  oil or dalda dall sakte hai!,7
Ugg_ecJQR3TSlngCoAEC,Thanks madam,1
UgjnENir4hagWngCoAEC,Nice video,3
UgjTic5CftcHSHgCoAEC,namaskar nisaji.badiya,3
UggY_1x24LhwdngCoAEC,nice,3
UggcB6lrSYQBD3gCoAEC,nyce mam,3
UghYYjS2xG3NvHgCoAEC,cooking training,6
UggZFAjSUyw4lHgCoAEC,"Big samosa
.",6
UgieuGWnyE-QWngCoAEC,ma'am I'm from bangladesh.I'm a big fan of yours. I always follow your recipe..and it comes  a good result...all credits goes to you...!!!,4
UghQVXq9RE3ZnHgCoAEC,my mother will try,6
Ugjz9KENsrZZvHgCoAEC,aap ne stuffing me namak nahi dala he nisha ji,6
Ugisw0xEjqIBTHgCoAEC,mam i like ur all recipe specially ur samosa recipe,4
Ugh0coh6JcksLngCoAEC,mam mene aaj samosa try kiya testy bne or colour bhi theek tha per side se naram lg rhe they,6
UghlYm16wi3gZXgCoAEC,Apne maida use Kia hain Ki atta ?,7
UgiG7mAsU3Bo9HgCoAEC,aap bahut ashi Tara samjati hai aunty ma isha Paul 12 years old,4
UggTtDm9DNT1iHgCoAEC,man can you tell me how to make amras,6
Uggf-cM-BLS6FngCoAEC,mawa n khoa are one of the same?,7
UggGhA-T_tfTy3gCoAEC,I am big fan of you,4
Ugg448OaODwWj3gCoAEC,U r great like my mom,4
Ugg-xxGFX4jOt3gCoAEC,I like nisha,4
UggPVc625q-5r3gCoAEC,I want to eat food,6
Ugg2VECbm4XvSHgCoAEC,I like u nisha,4
Ugi9xDinSjisCngCoAEC,testy,2
Ugj7N7Frbo7ud3gCoAEC,samosa andar se kaccha rah jata hai Kya karu,7
UghU5OinRzMje3gCoAEC,good respi,2
UgiMtge_ww8KBngCoAEC,very nice,3
UgjstnHvOY_2PHgCoAEC,u world best chef,4
Ugi-CdYKKXKIV3gCoAEC,thank you . I prepared this last week and it had store bought taste. I wish I could meet u once and take ur autograph in my book of recipes.,5
UgjrBGbQHqt9qngCoAEC,mam mene samose banaye bahot bahot acche bane crispy wow pehlebaar mene samose banaye mam thankyou soooooomuch love you,5
UgjoyMSYiJl3EHgCoAEC,why kaju,6
UgjJHU5DAfJbmXgCoAEC,nice channel,6
UggDcdvQ_TfeeXgCoAEC,how sweet aunty ðŸ˜ very humble.,4
UgjtKrNpw7nHzXgCoAEC,i like samosa i ll try,2
Ugg9KVV-Hj6L6ngCoAEC,mam,6
UgjdgPT73FyBfHgCoAEC,thank you  mama ðŸ˜˜,1
Ugg5WWnXWPBsMXgCoAEC,mam Maine samosa bnaya but usme bubble agye apki recipe ki trah try Kia tha tab bhi ..pls suggest me how make samosa without bubble,7
UgjJ3994TDvC6XgCoAEC,Master ho,4
Ugg9CTtcP_a2kHgCoAEC,thank you so much for your prompt reply.,1
Ughe9wrcbVez1HgCoAEC,wow,3
UgipSbEjCe2Sh3gCoAEC,nishaji can I make samosas refrigerator and fry it next morning.,7
UggZc3gIRYQfkHgCoAEC,Nice recipe nisha ji,2
Ughca46qrMCOaXgCoAEC,Samosa is my fav <3,6
Ugg-biZ--mB8CngCoAEC,thankyou,1
UgiNvWoEKuO8NngCoAEC,aapke smoka kispee nhi hote ðŸ‘Ž,6
UgiH15RDV58_XXgCoAEC,Again love u mam for ur recipie,4
UghLdm8uXH5fY3gCoAEC,very good,3
Ugik1OC7vR2ngngCoAEC,"Yes,mene dekha hai but mujhe microwave me kese pizza banate hai wo video chahiye",6
UgioR-AlaGfRlngCoAEC,Superb samosas,2
UgjisrAFuPzBFngCoAEC,Kya aap please pizza banane ka video upload kar sakhte hai?,6
UgiHivwffhQym3gCoAEC,thank you so much  mam meri feveret dish h ye try to bahut bar ki par aj apka vedio dekh k Sahi tarika malom huwa,1
UggDAT5qoDHM8HgCoAEC,nisaji aap bhut achheho or aapse achhi aapki resipi thanks â˜ºðŸ‘ðŸ‘Œ,4
UggE7VAzp4aCEXgCoAEC,so yummy dish I like it,2
UggezjRBYYctNXgCoAEC,I like nisha m.recipes,2
UgjpfqOHit2leHgCoAEC,She Is very good chefðŸ‘ðŸ»,4
UghA950Qy0vZzHgCoAEC,nice aunty ji (y),3
UgjN2AUidKN0ZngCoAEC,kya ham maide me oil ka moyan dal sakte hai??????????/,7
Ugj6XB_CXJyPaHgCoAEC,hi nic samosa,2
Ugg0D04EHvh3TXgCoAEC,kya ghee ke place mein oil use kr skte h ...... ??,7
UggwheJqjPvEx3gCoAEC,ma'am maine samosa banaya tha sbne boht tareef ki or samose m bubbles bilkul v nhi aayi... thnk ew very much.. luv uh...,1
UgjiRe7Vjuo1zHgCoAEC,very very nice  your cooking method,4
UgjamQX3jV-8EngCoAEC,nice,3
UghR622DwO7mYXgCoAEC,Thnx ma'am,1
Ugh7BCSMPK8nD3gCoAEC,jitna tharif karo utna kam hai ðŸ˜ŠðŸ˜ŠðŸ˜‚,4
Ugj8pzAaE3nu1XgCoAEC,aap apne saari recipe achche trike se bna ti h,4
UggsNeF1GCAmjngCoAEC,mam Maine  samose try kiye bahout tasty bne the. muje phle cooking nhi ati thi. ab mai apki racipies dekh kar cooking seekh gyi hu .thanks mam,1
UgirYK2ogG3uL3gCoAEC,wonderful,3
UgjTfi_IglU603gCoAEC,Good recipe,2
UgjdW_kQt5uAm3gCoAEC,aapne best samose banaye hai,4
Ughj6aRlhcJ3hXgCoAEC,mam mujhe crispy snacks mein kaju ya sweetness acchha nahi lagta tho meine nahi dala. aur samose bohot crispy banaye,6
UghI4HT8_NRew3gCoAEC,We call it singara in bangladesh . Samosa is different in our country.,6
UghFQdbUFBbZBngCoAEC,nice,3
Ugi9KiDR2nSolHgCoAEC,new recipes Up veg cooking  please email,6
UghbQUQXKkVwM3gCoAEC,Very nice samosa,2
UggR9W1wBmb5BHgCoAEC,wow niceðŸ‘ŒðŸ‘Œ,3
Ugi2IybnbqXMOXgCoAEC,it is a lovely samosa,2
